year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
2014,6,17,18,28.0,68.0,2.0,27.0,700.0,98.0,21.9,993.1,18.7,0.0,NE,1.0,Changping,2014-06-17
2014,6,17,19,36.0,49.0,2.0,32.0,800.0,78.0,21.3,993.7,18.7,0.0,SW,0.6,Changping,2014-06-17
2014,6,17,20,39.0,39.0,2.0,32.0,800.0,78.0,20.4,994.7,17.6,0.0,SE,1.4,Changping,2014-06-17
2014,6,17,21,32.0,32.0,2.0,28.0,700.0,82.0,19.7,994.9,18.2,0.0,SSW,0.4,Changping,2014-06-17
2014,6,17,22,29.0,29.0,2.0,19.0,600.0,93.0,19.5,995.3,17.8,0.0,NW,0.9,Changping,2014-06-17
2014,6,17,23,24.0,24.0,2.0,18.0,600.0,87.0,19.2,995.2,18.0,0.0,WNW,0.8,Changping,2014-06-17
2014,6,18,0,35.0,35.0,2.0,53.0,800.0,40.0,19.2,994.9,17.3,0.0,NW,0.7,Changping,2014-06-18
2014,6,18,1,35.0,47.0,2.0,77.0,800.0,23.0,19.2,994.7,17.3,0.0,WSW,0.7,Changping,2014-06-18
2014,6,18,2,40.0,40.0,2.0,67.0,700.0,21.0,18.9,994.7,17.2,0.0,N,0.9,Changping,2014-06-18
2014,6,18,3,50.0,50.0,2.0,53.0,700.0,15.0,18.4,994.7,17.4,0.0,NW,1.2,Changping,2014-06-18
2014,6,18,4,51.0,51.0,2.0,55.0,800.0,10.0,18.6,995.4,17.6,0.0,E,0.9,Changping,2014-06-18
2014,6,18,5,46.0,46.0,2.0,37.0,800.0,20.0,19.3,995.4,18.0,0.0,SSW,1.3,Changping,2014-06-18
2014,6,18,6,52.0,99.0,2.0,28.0,800.0,23.0,20.3,995.9,16.9,0.0,SW,0.8,Changping,2014-06-18
2014,6,18,7,54.0,54.0,2.0,57.0,800.0,15.0,22.2,995.7,17.3,0.0,S,1.2,Changping,2014-06-18
2014,6,18,8,82.0,82.0,2.0,54.0,900.0,31.0,24.2,995.3,17.7,0.0,NNW,1.0,Changping,2014-06-18
2014,6,18,9,60.0,66.0,4.0,38.0,1100.0,53.0,27.5,994.8,14.5,0.0,NNW,3.5,Changping,2014-06-18
2014,6,18,10,44.0,44.0,6.0,30.0,700.0,64.0,28.4,994.2,15.0,0.0,N,2.3,Changping,2014-06-18
2014,6,18,11,53.0,79.0,7.0,13.0,900.0,74.0,29.6,993.6,15.0,0.0,NNW,2.0,Changping,2014-06-18
2014,6,18,12,11.0,12.0,8.0,39.0,400.0,45.0,31.1,992.8,12.5,0.0,WNW,1.5,Changping,2014-06-18
2014,6,18,13,22.0,24.0,13.0,14.0,400.0,115.0,31.4,992.2,14.1,0.0,S,3.0,Changping,2014-06-18
2014,6,18,14,28.0,36.0,15.0,17.0,500.0,137.0,32.2,991.6,13.9,0.0,SSW,2.4,Changping,2014-06-18
2014,6,18,15,29.0,32.0,13.0,15.0,400.0,149.0,31.6,991.3,16.0,0.0,S,3.7,Changping,2014-06-18
2014,6,18,16,29.0,44.0,11.0,19.0,500.0,182.0,31.0,991.1,15.8,0.0,SSE,3.8,Changping,2014-06-18
2014,6,18,17,46.0,66.0,10.0,22.0,600.0,222.0,30.0,991.3,16.4,0.0,SSE,3.7,Changping,2014-06-18
2014,6,18,18,60.0,81.0,8.0,29.0,700.0,226.0,28.2,992.0,16.8,0.0,SE,2.9,Changping,2014-06-18
2014,6,18,19,62.0,93.0,7.0,30.0,700.0,198.0,26.9,992.5,16.5,0.0,S,1.2,Changping,2014-06-18
2014,6,18,20,60.0,90.0,6.0,33.0,800.0,157.0,26.3,993.5,17.6,0.0,ESE,1.6,Changping,2014-06-18
2014,6,18,21,59.0,94.0,6.0,38.0,800.0,127.0,25.1,994.0,18.3,0.0,N,1.4,Changping,2014-06-18
2014,6,18,22,82.0,113.0,4.0,40.0,900.0,114.0,24.0,993.9,18.0,0.0,NNE,1.3,Changping,2014-06-18
2014,6,18,23,100.0,117.0,3.0,39.0,1000.0,98.0,22.9,993.7,16.9,0.0,N,1.3,Changping,2014-06-18
2014,6,19,0,75.0,82.0,3.0,28.0,800.0,101.0,22.0,994.2,16.7,0.0,NNW,0.9,Changping,2014-06-19
2014,6,19,1,68.0,76.0,2.0,44.0,700.0,72.0,21.3,994.2,16.7,0.0,NW,0.8,Changping,2014-06-19
2014,6,19,2,75.0,75.0,2.0,61.0,800.0,54.0,20.5,994.1,15.7,0.0,N,1.9,Changping,2014-06-19
2014,6,19,3,71.0,71.0,2.0,29.0,700.0,88.0,20.4,994.0,15.6,0.0,NE,0.8,Changping,2014-06-19
2014,6,19,4,58.0,58.0,2.0,20.0,600.0,85.0,20.1,994.6,14.5,0.0,E,0.6,Changping,2014-06-19
2014,6,19,5,50.0,59.0,2.0,54.0,600.0,34.0,20.4,995.0,15.4,0.0,N,1.6,Changping,2014-06-19
2014,6,19,6,45.0,59.0,2.0,65.0,700.0,25.0,23.5,995.7,13.4,0.0,N,0.6,Changping,2014-06-19
2014,6,19,7,44.0,93.0,4.0,72.0,700.0,19.0,25.8,996.2,15.5,0.0,ESE,1.5,Changping,2014-06-19
2014,6,19,8,33.0,76.0,4.0,63.0,600.0,30.0,25.9,996.3,17.3,0.0,SE,2.5,Changping,2014-06-19
2014,6,19,9,73.0,112.0,2.0,25.0,700.0,112.0,26.5,996.1,18.6,0.0,ESE,2.1,Changping,2014-06-19
2014,6,19,10,90.0,104.0,3.0,25.0,900.0,140.0,27.1,995.8,17.6,0.0,E,2.0,Changping,2014-06-19
2014,6,19,11,126.0,129.0,7.0,27.0,1200.0,167.0,27.2,995.9,18.5,0.0,SE,3.0,Changping,2014-06-19
2014,6,19,12,157.0,161.0,11.0,33.0,1600.0,191.0,27.2,995.7,18.5,0.0,SE,2.0,Changping,2014-06-19
2014,6,19,13,182.0,189.0,15.0,38.0,2100.0,207.0,27.0,995.7,18.0,0.0,SSE,3.1,Changping,2014-06-19
2014,6,19,14,174.0,176.0,18.0,35.0,2300.0,211.0,27.4,995.6,18.1,0.0,ESE,1.8,Changping,2014-06-19
2014,6,19,15,163.0,163.0,12.0,28.0,2000.0,218.0,27.0,995.8,18.6,0.0,ESE,2.7,Changping,2014-06-19
2014,6,19,16,149.0,149.0,7.0,27.0,1600.0,208.0,26.5,995.5,18.6,0.0,ESE,2.3,Changping,2014-06-19
2014,6,19,17,144.0,144.0,4.0,32.0,1400.0,197.0,25.7,995.3,18.9,0.0,ESE,2.4,Changping,2014-06-19
2014,6,19,18,131.0,134.0,3.0,38.0,1200.0,161.0,25.3,995.8,19.0,0.0,ESE,1.1,Changping,2014-06-19
2014,6,19,19,120.0,135.0,3.0,42.0,1200.0,136.0,24.8,996.1,18.3,0.0,E,2.4,Changping,2014-06-19
2014,6,19,20,93.0,98.0,2.0,42.0,1200.0,116.0,24.4,996.7,17.6,0.0,ESE,2.5,Changping,2014-06-19
2014,6,19,21,79.0,89.0,3.0,35.0,1000.0,115.0,23.6,997.3,17.8,0.0,E,2.7,Changping,2014-06-19
2014,6,19,22,78.0,89.0,3.0,35.0,900.0,98.0,22.0,997.3,18.8,0.5,E,2.0,Changping,2014-06-19
2014,6,19,23,75.0,82.0,2.0,34.0,900.0,78.0,21.5,997.3,18.9,0.5,NNE,1.0,Changping,2014-06-19
2014,6,20,0,77.0,77.0,2.0,27.0,900.0,63.0,20.7,998.0,17.3,0.0,E,0.9,Changping,2014-06-20
2014,6,20,1,71.0,71.0,2.0,25.0,800.0,76.0,19.8,998.5,18.3,3.4,WSW,0.7,Changping,2014-06-20
2014,6,20,2,39.0,39.0,2.0,21.0,800.0,78.0,18.9,998.5,17.7,4.0,NW,0.8,Changping,2014-06-20
2014,6,20,3,47.0,47.0,2.0,49.0,800.0,42.0,19.0,998.0,17.7,0.6,ENE,1.0,Changping,2014-06-20
2014,6,20,4,41.0,41.0,2.0,50.0,700.0,44.0,19.2,998.3,17.9,0.0,ENE,1.0,Changping,2014-06-20
2014,6,20,5,44.0,44.0,2.0,31.0,800.0,45.0,19.4,998.7,17.9,0.5,WNW,0.6,Changping,2014-06-20
2014,6,20,6,45.0,45.0,2.0,17.0,700.0,52.0,19.4,999.0,18.1,0.2,NNW,1.5,Changping,2014-06-20
2014,6,20,7,43.0,43.0,2.0,17.0,800.0,49.0,19.6,999.4,18.4,1.1,W,0.8,Changping,2014-06-20
2014,6,20,8,34.0,34.0,2.0,55.0,800.0,18.0,20.6,999.4,18.2,0.1,WNW,1.3,Changping,2014-06-20
2014,6,20,9,48.0,48.0,2.0,58.0,900.0,23.0,22.5,999.3,18.5,0.0,WSW,1.6,Changping,2014-06-20
2014,6,20,10,53.0,79.0,7.0,39.0,900.0,45.0,23.6,998.8,17.1,0.0,NNW,1.3,Changping,2014-06-20
2014,6,20,11,53.0,79.0,7.0,39.0,900.0,45.0,24.5,998.4,16.5,0.0,N,0.7,Changping,2014-06-20
2014,6,20,12,53.0,79.0,7.0,39.0,900.0,45.0,26.3,997.8,16.8,0.0,WSW,1.6,Changping,2014-06-20
2014,6,20,13,53.0,79.0,7.0,39.0,900.0,45.0,27.6,997.2,15.6,0.0,S,1.9,Changping,2014-06-20
2014,6,20,14,53.0,79.0,7.0,39.0,900.0,45.0,27.9,996.8,14.5,0.0,S,2.4,Changping,2014-06-20
2014,6,20,15,53.0,79.0,7.0,39.0,900.0,45.0,28.4,996.7,15.0,0.0,E,1.8,Changping,2014-06-20
2014,6,20,16,53.0,79.0,7.0,39.0,900.0,45.0,28.2,996.5,14.4,0.0,E,2.0,Changping,2014-06-20
2014,6,20,17,53.0,79.0,7.0,39.0,900.0,45.0,27.4,996.8,13.7,0.0,E,2.9,Changping,2014-06-20
2014,6,20,18,53.0,79.0,7.0,39.0,900.0,45.0,26.9,997.6,14.6,0.0,E,2.3,Changping,2014-06-20
2014,6,20,19,53.0,79.0,7.0,39.0,900.0,45.0,25.6,997.9,16.7,0.0,ESE,2.3,Changping,2014-06-20
2014,6,20,20,53.0,79.0,7.0,39.0,900.0,45.0,24.2,999.2,17.7,0.0,ESE,2.5,Changping,2014-06-20
2014,6,20,21,53.0,79.0,7.0,39.0,900.0,45.0,23.7,999.6,16.7,0.0,E,2.7,Changping,2014-06-20
2014,6,20,22,53.0,79.0,7.0,39.0,900.0,45.0,22.8,999.9,17.3,0.0,E,1.7,Changping,2014-06-20
2014,6,20,23,53.0,79.0,7.0,39.0,900.0,45.0,22.4,1000.1,17.5,0.0,ESE,1.7,Changping,2014-06-20
2014,6,21,0,53.0,79.0,7.0,39.0,900.0,45.0,22.2,1000.1,17.8,0.0,E,2.4,Changping,2014-06-21
2014,6,21,1,53.0,79.0,7.0,39.0,900.0,45.0,21.9,999.9,17.7,0.0,E,1.7,Changping,2014-06-21
2014,6,21,2,53.0,79.0,7.0,39.0,900.0,45.0,21.7,999.6,17.5,0.0,E,1.6,Changping,2014-06-21
2014,6,21,3,53.0,79.0,7.0,39.0,900.0,45.0,21.6,999.7,17.4,0.0,ENE,1.4,Changping,2014-06-21
2014,6,21,4,53.0,79.0,7.0,39.0,900.0,45.0,21.5,999.8,16.9,0.0,ESE,1.2,Changping,2014-06-21
2014,6,21,5,53.0,79.0,7.0,39.0,900.0,45.0,21.2,1000.2,17.4,0.0,E,1.8,Changping,2014-06-21
2014,6,21,6,53.0,79.0,7.0,39.0,900.0,45.0,21.2,1000.4,18.0,0.0,E,1.5,Changping,2014-06-21
2014,6,21,7,53.0,79.0,7.0,39.0,900.0,45.0,21.8,1000.8,17.8,0.0,SE,1.6,Changping,2014-06-21
2014,6,21,8,108.0,108.0,2.0,52.0,1000.0,28.0,22.2,1000.8,17.8,0.0,SSE,1.4,Changping,2014-06-21
2014,6,21,9,102.0,102.0,3.0,37.0,900.0,53.0,22.0,1000.9,17.6,0.0,S,1.5,Changping,2014-06-21
2014,6,21,10,99.0,99.0,3.0,52.0,900.0,48.0,22.6,1000.8,17.1,0.0,SE,1.5,Changping,2014-06-21
2014,6,21,11,90.0,90.0,2.0,58.0,1000.0,46.0,24.3,1000.1,17.1,0.0,SE,2.4,Changping,2014-06-21
2014,6,21,12,98.0,98.0,4.0,40.0,1200.0,71.0,25.1,999.4,16.5,0.0,SSE,2.3,Changping,2014-06-21
2014,6,21,13,109.0,109.0,6.0,26.0,1400.0,114.0,25.9,998.6,17.0,0.0,WNW,1.4,Changping,2014-06-21
2014,6,21,14,117.0,117.0,6.0,37.0,1400.0,137.0,26.6,998.2,16.8,0.0,SE,1.7,Changping,2014-06-21
2014,6,21,15,113.0,113.0,5.0,33.0,1400.0,170.0,26.4,997.9,16.6,0.0,SSW,2.1,Changping,2014-06-21
2014,6,21,16,98.0,102.0,5.0,30.0,1500.0,201.0,26.2,998.2,16.7,0.0,S,1.9,Changping,2014-06-21
2014,6,21,17,95.0,96.0,4.0,33.0,1400.0,199.0,23.8,998.9,12.1,0.0,WNW,5.4,Changping,2014-06-21
2014,6,21,18,79.0,93.0,4.0,35.0,1200.0,183.0,19.5,999.9,16.3,1.5,WNW,1.1,Changping,2014-06-21
2014,6,21,19,27.0,46.0,2.0,24.0,500.0,122.0,18.9,999.3,15.8,0.3,N,1.5,Changping,2014-06-21
2014,6,21,20,13.0,13.0,2.0,35.0,500.0,82.0,18.7,1000.3,16.5,0.1,W,1.0,Changping,2014-06-21
2014,6,21,21,12.0,12.0,2.0,28.0,400.0,82.0,18.6,1000.5,16.0,0.0,NW,1.0,Changping,2014-06-21
2014,6,21,22,17.0,17.0,2.0,52.0,400.0,49.0,18.3,1000.4,16.1,0.0,NW,1.2,Changping,2014-06-21
2014,6,21,23,21.0,21.0,2.0,32.0,400.0,62.0,17.7,1000.0,15.5,0.0,N,1.3,Changping,2014-06-21
2014,6,22,0,11.0,11.0,2.0,35.0,400.0,50.0,17.5,999.8,14.9,0.0,NNW,1.6,Changping,2014-06-22
2014,6,22,1,14.0,14.0,2.0,24.0,400.0,65.0,17.3,1000.1,14.4,0.0,N,1.1,Changping,2014-06-22
2014,6,22,2,12.0,17.0,2.0,32.0,400.0,52.0,17.2,1000.3,14.3,0.1,N,0.8,Changping,2014-06-22
2014,6,22,3,12.0,13.0,2.0,27.0,400.0,55.0,16.8,1000.4,14.3,0.0,N,1.0,Changping,2014-06-22
2014,6,22,4,9.0,10.0,2.0,24.0,400.0,61.0,17.4,1000.7,13.9,0.0,NE,1.3,Changping,2014-06-22
2014,6,22,5,12.0,17.0,2.0,19.0,400.0,57.0,17.6,1000.9,14.5,0.0,NNW,1.3,Changping,2014-06-22
2014,6,22,6,13.0,18.0,2.0,17.0,400.0,65.0,19.1,1000.8,15.2,0.0,NNW,1.0,Changping,2014-06-22
2014,6,22,7,17.0,25.0,2.0,24.0,400.0,54.0,21.6,1001.0,14.7,0.0,NNW,0.1,Changping,2014-06-22
2014,6,22,8,15.0,32.0,2.0,33.0,500.0,58.0,23.4,1001.0,16.0,0.0,SW,1.7,Changping,2014-06-22
2014,6,22,9,25.0,40.0,2.0,39.0,600.0,74.0,24.9,1000.9,16.9,0.0,SSW,1.3,Changping,2014-06-22
2014,6,22,10,39.0,57.0,2.0,27.0,700.0,103.0,26.1,1000.7,16.6,0.0,SSW,2.6,Changping,2014-06-22
2014,6,22,11,40.0,58.0,2.0,25.0,700.0,121.0,26.3,999.9,16.2,0.0,ENE,0.9,Changping,2014-06-22
2014,6,22,12,41.0,49.0,2.0,20.0,700.0,139.0,26.7,999.4,16.0,0.0,WSW,1.7,Changping,2014-06-22
2014,6,22,13,40.0,40.0,2.0,16.0,600.0,159.0,28.7,998.6,16.6,0.0,SSE,3.0,Changping,2014-06-22
2014,6,22,14,31.0,36.0,2.0,14.0,600.0,172.0,28.6,998.5,15.8,0.0,SW,3.0,Changping,2014-06-22
2014,6,22,15,34.0,44.0,2.0,17.0,600.0,179.0,26.0,998.2,16.3,0.0,WSW,2.5,Changping,2014-06-22
2014,6,22,16,30.0,36.0,2.0,18.0,600.0,156.0,25.5,998.3,16.9,0.0,NNW,1.2,Changping,2014-06-22
2014,6,22,17,25.0,36.0,2.0,23.0,600.0,118.0,24.6,998.9,15.2,0.0,NNE,2.1,Changping,2014-06-22
2014,6,22,18,27.0,35.0,2.0,25.0,600.0,107.0,23.8,999.2,14.8,0.0,NNW,0.8,Changping,2014-06-22
2014,6,22,19,19.0,25.0,2.0,15.0,500.0,104.0,22.8,1000.1,15.4,0.0,E,0.6,Changping,2014-06-22
2014,6,22,20,13.0,34.0,2.0,20.0,500.0,93.0,22.0,1001.3,14.4,0.0,E,1.5,Changping,2014-06-22
2014,6,22,21,18.0,31.0,2.0,26.0,500.0,88.0,20.1,1001.3,15.9,0.0,N,1.9,Changping,2014-06-22
2014,6,22,22,23.0,31.0,2.0,32.0,500.0,75.0,19.3,1000.8,15.4,0.0,NNW,1.4,Changping,2014-06-22
2014,6,22,23,14.0,23.0,2.0,23.0,400.0,56.0,19.1,1000.5,15.2,0.0,N,1.2,Changping,2014-06-22
2014,6,23,0,15.0,20.0,2.0,25.0,400.0,48.0,18.4,1000.3,15.1,0.0,NNW,1.4,Changping,2014-06-23
2014,6,23,1,15.0,19.0,2.0,25.0,400.0,44.0,18.1,1000.2,14.6,0.0,NW,1.4,Changping,2014-06-23
2014,6,23,2,16.0,19.0,2.0,26.0,400.0,39.0,18.1,1000.3,14.0,0.0,ENE,1.3,Changping,2014-06-23
2014,6,23,3,24.0,24.0,2.0,38.0,500.0,32.0,19.2,1000.4,13.6,0.0,NNW,1.3,Changping,2014-06-23
2014,6,23,4,16.0,17.0,2.0,33.0,400.0,44.0,17.6,1000.7,14.1,0.0,NNW,1.1,Changping,2014-06-23
2014,6,23,5,14.0,21.0,2.0,23.0,400.0,44.0,18.5,1000.8,14.6,0.0,NNW,0.9,Changping,2014-06-23
2014,6,23,6,19.0,45.0,2.0,62.0,600.0,16.0,22.6,1001.1,14.4,0.0,ENE,1.2,Changping,2014-06-23
2014,6,23,7,23.0,66.0,3.0,65.0,600.0,12.0,24.2,1001.0,15.4,0.0,W,1.4,Changping,2014-06-23
2014,6,23,8,16.0,53.0,2.0,37.0,500.0,41.0,26.5,1000.7,15.2,0.0,SE,0.9,Changping,2014-06-23
2014,6,23,9,19.0,45.0,2.0,38.0,600.0,50.0,27.4,1000.3,14.1,0.0,SE,1.3,Changping,2014-06-23
2014,6,23,10,17.0,28.0,2.0,23.0,400.0,76.0,28.8,999.8,15.0,0.0,SSE,2.4,Changping,2014-06-23
2014,6,23,11,17.0,34.0,2.0,30.0,400.0,85.0,29.7,999.5,15.0,0.0,S,2.3,Changping,2014-06-23
2014,6,23,12,20.0,32.0,3.0,24.0,400.0,114.0,30.4,998.7,14.9,0.0,ESE,1.3,Changping,2014-06-23
2014,6,23,13,20.0,35.0,2.0,19.0,400.0,141.0,31.2,998.0,13.9,0.0,S,2.8,Changping,2014-06-23
2014,6,23,14,22.0,22.0,2.0,13.0,300.0,157.0,31.5,997.4,12.8,0.0,ESE,2.4,Changping,2014-06-23
2014,6,23,15,19.0,19.0,2.0,12.0,300.0,156.0,31.7,996.8,11.0,0.0,SSE,1.4,Changping,2014-06-23
2014,6,23,16,17.0,22.0,2.0,12.0,300.0,154.0,31.6,996.2,9.2,0.0,E,2.5,Changping,2014-06-23
2014,6,23,17,13.0,18.0,2.0,12.0,200.0,153.0,30.9,996.0,10.3,0.0,E,2.6,Changping,2014-06-23
2014,6,23,18,12.0,25.0,2.0,15.0,300.0,157.0,30.4,996.1,10.9,0.0,SE,1.0,Changping,2014-06-23
2014,6,23,19,16.0,38.0,2.0,24.0,300.0,162.0,29.1,996.4,12.1,0.0,SE,1.3,Changping,2014-06-23
2014,6,23,20,23.0,45.0,2.0,31.0,400.0,153.0,25.4,997.2,13.9,0.0,NW,1.1,Changping,2014-06-23
2014,6,23,21,29.0,70.0,2.0,52.0,500.0,113.0,24.9,997.4,13.1,0.0,ENE,2.3,Changping,2014-06-23
2014,6,23,22,26.0,49.0,2.0,35.0,500.0,94.0,24.0,997.3,12.9,0.0,NNE,1.6,Changping,2014-06-23
2014,6,23,23,21.0,35.0,2.0,25.0,400.0,100.0,23.1,997.1,13.3,0.0,NW,1.0,Changping,2014-06-23
2014,6,24,0,21.0,35.0,2.0,23.0,400.0,111.0,22.1,997.1,13.7,0.0,NNW,1.1,Changping,2014-06-24
2014,6,24,1,22.0,38.0,2.0,23.0,400.0,107.0,21.3,996.9,13.7,0.0,NNW,1.6,Changping,2014-06-24
2014,6,24,2,24.0,38.0,2.0,23.0,400.0,107.0,21.0,996.9,13.9,0.0,NNW,1.3,Changping,2014-06-24
2014,6,24,3,27.0,37.0,2.0,20.0,400.0,105.0,20.1,996.8,14.2,0.0,NE,0.9,Changping,2014-06-24
2014,6,24,4,23.0,38.0,2.0,23.0,400.0,96.0,20.3,996.8,14.0,0.0,NNW,1.5,Changping,2014-06-24
2014,6,24,5,25.0,40.0,2.0,25.0,400.0,86.0,19.9,997.0,14.5,0.0,NNW,1.1,Changping,2014-06-24
2014,6,24,6,26.0,43.0,2.0,26.0,400.0,79.0,21.8,996.9,14.9,0.0,NNW,0.8,Changping,2014-06-24
2014,6,24,7,25.0,61.0,2.0,37.0,500.0,64.0,24.9,997.0,15.2,0.0,SSE,0.3,Changping,2014-06-24
2014,6,24,8,38.0,81.0,5.0,77.0,600.0,46.0,26.6,996.9,15.0,0.0,S,1.3,Changping,2014-06-24
2014,6,24,9,43.0,79.0,6.0,73.0,600.0,72.0,28.0,996.5,15.3,0.0,SSE,3.2,Changping,2014-06-24
2014,6,24,10,45.0,87.0,5.0,51.0,600.0,128.0,29.2,996.1,16.7,0.0,S,2.1,Changping,2014-06-24
2014,6,24,11,53.0,77.0,6.0,27.0,500.0,194.0,29.5,995.8,15.6,0.0,SSE,3.2,Changping,2014-06-24
2014,6,24,12,60.0,88.0,7.0,33.0,600.0,223.0,31.0,995.1,15.0,0.0,SSE,3.3,Changping,2014-06-24
2014,6,24,13,57.0,82.0,6.0,36.0,700.0,229.0,31.1,994.7,15.1,0.0,SSE,2.9,Changping,2014-06-24
2014,6,24,14,48.0,67.0,5.0,20.0,500.0,231.0,31.1,993.9,15.9,0.0,SSE,2.4,Changping,2014-06-24
2014,6,24,15,53.0,292.0,8.0,39.0,500.0,195.0,31.6,993.4,15.1,0.0,SSE,1.7,Changping,2014-06-24
2014,6,24,16,33.0,68.0,9.0,22.0,600.0,232.0,31.4,993.0,15.0,0.0,SE,3.4,Changping,2014-06-24
2014,6,24,17,45.0,58.0,6.0,20.0,600.0,228.0,31.0,992.8,14.6,0.0,SSE,2.4,Changping,2014-06-24
2014,6,24,18,48.0,66.0,6.0,24.0,600.0,222.0,30.4,993.1,14.9,0.0,SSE,2.2,Changping,2014-06-24
2014,6,24,19,41.0,67.0,5.0,30.0,600.0,208.0,29.8,993.8,15.1,0.0,SSE,2.4,Changping,2014-06-24
2014,6,24,20,52.0,88.0,6.0,37.0,600.0,194.0,28.7,994.2,16.3,0.0,E,1.3,Changping,2014-06-24
2014,6,24,21,67.0,125.0,6.0,51.0,800.0,162.0,27.0,994.7,16.6,0.0,NE,0.7,Changping,2014-06-24
2014,6,24,22,68.0,126.0,7.0,54.0,900.0,138.0,26.9,994.4,16.5,0.0,N,0.9,Changping,2014-06-24
2014,6,24,23,72.0,111.0,7.0,46.0,800.0,133.0,27.5,994.0,15.8,0.0,E,1.6,Changping,2014-06-24
2014,6,25,0,70.0,102.0,8.0,49.0,900.0,114.0,26.6,994.1,16.2,0.0,ENE,1.2,Changping,2014-06-25
2014,6,25,1,79.0,132.0,12.0,65.0,1100.0,85.0,25.3,993.9,16.4,0.0,NE,1.1,Changping,2014-06-25
2014,6,25,2,81.0,122.0,13.0,58.0,1100.0,82.0,24.6,993.8,16.3,0.0,ENE,0.8,Changping,2014-06-25
2014,6,25,3,72.0,98.0,9.0,37.0,1000.0,101.0,23.7,993.6,16.5,0.0,NNW,1.0,Changping,2014-06-25
2014,6,25,4,78.0,95.0,6.0,34.0,1100.0,88.0,22.9,993.7,16.9,0.0,NW,0.6,Changping,2014-06-25
2014,6,25,5,84.0,102.0,5.0,34.0,1100.0,80.0,23.0,994.0,16.8,0.0,NW,0.8,Changping,2014-06-25
2014,6,25,6,82.0,97.0,5.0,37.0,1200.0,69.0,23.9,994.5,17.4,0.0,NW,1.1,Changping,2014-06-25
2014,6,25,7,91.0,104.0,7.0,38.0,1300.0,68.0,25.5,994.9,16.9,0.0,SSE,1.9,Changping,2014-06-25
2014,6,25,8,94.0,111.0,14.0,41.0,1300.0,69.0,26.4,994.6,16.6,0.0,E,1.5,Changping,2014-06-25
2014,6,25,9,92.0,103.0,23.0,40.0,1300.0,82.0,26.6,994.9,16.2,0.0,E,1.9,Changping,2014-06-25
2014,6,25,10,88.0,98.0,25.0,41.0,1300.0,96.0,27.6,995.0,17.2,0.0,SSE,1.6,Changping,2014-06-25
2014,6,25,11,91.0,112.0,23.0,47.0,1300.0,108.0,28.1,994.8,17.6,0.0,SSE,2.8,Changping,2014-06-25
2014,6,25,12,112.0,142.0,23.0,49.0,1400.0,141.0,27.8,994.7,17.6,0.0,E,1.3,Changping,2014-06-25
2014,6,25,13,126.0,152.0,19.0,50.0,1400.0,162.0,25.1,994.8,19.7,0.0,SSW,0.9,Changping,2014-06-25
2014,6,25,14,119.0,132.0,11.0,42.0,1300.0,178.0,24.6,993.9,20.1,0.7,SSE,2.2,Changping,2014-06-25
2014,6,25,15,115.0,115.0,2.0,47.0,1200.0,129.0,25.1,993.6,20.6,0.0,SSE,2.5,Changping,2014-06-25
2014,6,25,16,120.0,120.0,3.0,35.0,1200.0,151.0,24.2,994.1,19.9,0.0,SSE,2.0,Changping,2014-06-25
2014,6,25,17,120.0,120.0,3.0,28.0,1100.0,155.0,24.1,994.0,19.8,0.0,E,1.4,Changping,2014-06-25
2014,6,25,18,129.0,129.0,2.0,45.0,1300.0,116.0,23.9,994.6,19.6,0.0,ESE,1.0,Changping,2014-06-25
2014,6,25,19,112.0,112.0,2.0,35.0,1200.0,124.0,23.5,994.3,19.6,0.0,SSE,1.1,Changping,2014-06-25
2014,6,25,20,109.0,109.0,2.0,33.0,1200.0,114.0,23.3,995.1,19.9,0.0,NNW,1.0,Changping,2014-06-25
2014,6,25,21,122.0,122.0,2.0,33.0,1200.0,99.0,22.8,995.6,19.8,0.0,NNW,0.9,Changping,2014-06-25
2014,6,25,22,126.0,126.0,2.0,33.0,1200.0,86.0,22.3,995.3,20.0,0.0,NNW,0.9,Changping,2014-06-25
2014,6,25,23,124.0,124.0,2.0,31.0,1200.0,72.0,22.0,995.1,19.9,0.0,NNW,1.6,Changping,2014-06-25
2014,6,26,0,134.0,134.0,2.0,27.0,1200.0,72.0,22.7,994.8,19.9,0.0,ENE,1.4,Changping,2014-06-26
2014,6,26,1,140.0,140.0,2.0,29.0,1200.0,61.0,22.7,994.6,20.2,0.0,S,1.4,Changping,2014-06-26
2014,6,26,2,154.0,154.0,2.0,52.0,1300.0,33.0,22.6,994.2,20.3,0.0,NNW,1.1,Changping,2014-06-26
2014,6,26,3,169.0,169.0,2.0,40.0,1200.0,46.0,22.6,994.2,20.3,0.0,NNW,1.2,Changping,2014-06-26
2014,6,26,4,170.0,170.0,2.0,34.0,1200.0,43.0,22.4,994.4,20.1,0.0,ENE,0.4,Changping,2014-06-26
2014,6,26,5,179.0,179.0,2.0,27.0,1200.0,40.0,22.4,994.6,20.1,0.0,ENE,0.0,Changping,2014-06-26
2014,6,26,6,164.0,164.0,2.0,21.0,1200.0,42.0,23.3,994.8,20.4,0.0,WSW,1.2,Changping,2014-06-26
